timestamp,load_kw,pv_kw,diesel_kw,grid_kw,charge_kw,discharge_kw,soc_kwh,grid_price_per_kwh
2025-01-01 00:00:00,1014.1801852993682,0.0,0.0,1014.1801852993682,0.0,0.0,250.0,0.09950920888782558
2025-01-01 01:00:00,1003.2194042526338,0.0,0.0,1003.2194042526338,0.0,0.0,250.0,0.09953631615018331
2025-01-01 02:00:00,1007.9976053092779,0.0,0.0,1007.9976053092779,0.0,0.0,250.0,0.09955404587051961
2025-01-01 03:00:00,1015.3535232464026,0.0,0.0,1015.3535232464026,0.0,0.0,250.0,0.0994595987593168
2025-01-01 04:00:00,1022.1504172857416,0.0,0.0,1022.1504172857416,0.0,0.0,250.0,0.09949923884162175
2025-01-01 05:00:00,1038.9328584412774,0.0,0.0,1038.9328584412774,0.0,0.0,250.0,0.09937783344918157
2025-01-01 06:00:00,1048.3808022068083,0.0,0.0,1048.3808022068083,0.0,0.0,250.0,0.09926887230072924
2025-01-01 07:00:00,1090.9948418832516,97.25759458087073,0.0,993.7372473023809,0.0,0.0,250.0,0.0990615181094066
2025-01-01 08:00:00,1102.1464847931659,184.96109744165568,0.0,917.1853873515101,0.0,0.0,250.0,0.09908448376419075
2025-01-01 09:00:00,1077.265799577593,262.3989112602012,0.0,814.8668883173918,0.0,0.0,250.0,0.0989643227452007
2025-01-01 10:00:00,1037.7885079593675,327.9106090176499,0.0,709.8778989417176,0.0,0.0,250.0,0.09888057463515042
2025-01-01 11:00:00,1021.2370400502305,361.6459448947462,0.0,659.5910951554843,0.0,0.0,250.0,0.09911136992179266
2025-01-01 12:00:00,1025.9804549559944,376.94595696171444,0.0,649.03449799428,0.0,0.0,250.0,0.14910419999125551
2025-01-01 13:00:00,1037.1881710421203,355.08194294795504,0.0,682.1062280941653,0.0,0.0,250.0,0.14924352523582643
2025-01-01 14:00:00,1067.8223645324051,307.5148862004428,0.0,760.3074783319623,0.0,0.0,250.0,0.14912621692354372
2025-01-01 15:00:00,1126.5932151270258,246.54161075573373,0.0,880.0516043712921,0.0,0.0,250.0,0.14885092092525556
2025-01-01 16:00:00,1218.384300838166,175.24865226441176,0.0,1043.1356485737542,0.0,0.0,250.0,0.14902723077554744
